jumlah_siswa;jumlah_guru;rasio_guru_siswa;persentase_guru_bersertifikasi;rata_rata_nilai;prestasi_akademik;akreditasi;persentase_fasilitas_layak;kehadiran_siswa;persentase_lulusan_melanjutkan;status_sekolah
869;32;27.16;72.4;61.26;8;B;72.2;79.86;56.82;Tidak Unggul
830;41;20.24;94.91;75.77;15;B;76.91;87.62;76.63;Unggul
310;22;14.09;76.4;86.06;19;A;100.0;90.32;93.61;Unggul
729;34;21.44;72.74;76.79;10;B;53.17;89.01;63.05;Unggul
950;36;26.39;55.54;68.33;5;B;68.79;78.78;53.53;Tidak Unggul
547;23;23.78;74.69;73.81;11;B;66.64;87.13;70.51;Tidak Unggul
426;18;23.67;61.89;76.79;12;B;86.22;91.73;74.74;Tidak Unggul
965;64;15.08;88.5;86.64;18;A;92.73;92.46;82.53;Unggul
653;25;26.12;64.63;71.79;6;B;51.26;81.49;56.51;Tidak Unggul
541;24;22.54;79.66;70.06;9;C;60.71;85.47;66.21;Tidak Unggul
284;12;23.67;61.93;64.5;9;C;51.02;78.84;67.39;Tidak Unggul
344;10;34.4;63.87;67.14;11;C;73.33;78.34;65.57;Tidak Unggul
550;22;25.0;60.46;68.85;6;C;67.09;82.71;67.48;Tidak Unggul
789;34;23.21;89.95;68.94;15;B;78.83;86.21;68.79;Unggul
182;8;22.75;76.11;79.58;10;B;51.1;87.19;64.88;Tidak Unggul
837;27;31.0;70.29;60.41;6;C;53.35;75.0;68.26;Tidak Unggul
609;27;22.56;74.28;65.0;10;B;75.51;80.9;71.55;Tidak Unggul
619;48;12.9;93.0;87.53;18;A;98.8;94.26;95.28;Unggul
524;26;20.15;60.53;74.49;10;B;71.03;86.41;73.34;Tidak Unggul
171;8;21.38;64.49;75.53;9;B;72.46;87.9;68.77;Tidak Unggul
899;48;18.73;69.52;75.1;12;B;82.42;88.93;83.24;Unggul
819;49;16.71;82.84;85.91;16;A;97.07;95.65;92.41;Unggul
187;8;23.38;74.01;82.91;13;B;64.09;91.59;69.9;Tidak Unggul
379;13;29.15;49.93;65.12;11;C;61.76;83.84;60.37;Tidak Unggul
514;19;27.05;67.69;74.44;9;B;56.23;84.01;63.9;Tidak Unggul
712;39;18.26;60.7;88.42;15;A;82.35;90.19;81.89;Unggul
587;47;12.49;91.62;90.18;19;A;76.43;94.92;84.19;Unggul
925;64;14.45;88.62;84.26;23;A;90.59;98.46;93.13;Unggul
432;24;18.0;85.97;80.48;12;B;78.75;87.74;81.89;Unggul
176;14;12.57;80.26;74.34;14;B;74.1;91.39;89.93;Unggul
375;31;12.1;85.77;83.79;22;A;100.0;91.55;86.93;Unggul
426;18;23.67;59.69;83.3;13;B;75.66;85.76;79.62;Tidak Unggul
947;38;24.92;62.52;72.58;7;B;66.97;84.18;65.44;Tidak Unggul
758;43;17.63;76.9;92.26;16;A;80.08;93.64;95.21;Unggul
433;30;14.43;82.92;84.09;15;B;80.5;92.7;87.33;Unggul
630;29;21.72;66.54;71.2;13;B;63.91;83.5;75.94;Tidak Unggul
602;47;12.81;90.06;86.39;19;A;85.3;93.71;84.08;Unggul
978;35;27.94;70.69;67.23;6;C;60.38;79.0;59.3;Tidak Unggul
965;50;19.3;66.04;90.95;13;A;100.0;95.01;81.31;Unggul
808;38;21.26;67.85;75.81;10;B;68.37;80.1;66.17;Tidak Unggul
665;32;20.78;67.63;68.69;9;B;63.44;91.07;72.52;Tidak Unggul
696;51;13.65;85.9;83.74;17;A;75.52;94.62;94.83;Unggul
341;12;28.42;68.13;70.47;6;B;68.4;75.0;60.16;Tidak Unggul
198;9;22.0;78.96;65.57;8;B;58.86;82.3;63.66;Tidak Unggul
661;28;23.61;65.6;77.49;12;B;79.19;88.75;73.23;Unggul
166;13;12.77;72.2;84.79;19;A;98.39;93.17;94.74;Unggul
321;16;20.06;71.07;76.08;10;B;76.88;80.64;69.83;Tidak Unggul
369;16;23.06;70.85;71.31;8;C;60.82;80.83;76.42;Tidak Unggul
307;11;27.91;72.12;64.09;12;C;69.23;84.2;71.19;Tidak Unggul
626;28;22.36;64.77;74.46;12;B;82.55;81.98;74.44;Tidak Unggul
195;10;19.5;58.19;78.49;11;C;74.87;88.64;81.63;Tidak Unggul
522;20;26.1;70.14;73.53;5;C;59.2;79.97;57.11;Tidak Unggul
667;28;23.82;71.74;76.92;8;C;75.88;86.28;59.92;Tidak Unggul
248;10;24.8;62.08;62.11;8;B;70.0;79.89;62.46;Tidak Unggul
894;42;21.29;56.83;70.52;11;B;76.71;83.71;74.64;Unggul
186;12;15.5;80.18;81.14;18;A;93.58;96.8;89.52;Unggul
429;13;33.0;63.6;71.96;6;C;60.62;79.36;62.15;Tidak Unggul
498;22;22.64;78.0;80.09;14;B;72.52;83.08;78.15;Tidak Unggul
646;21;30.76;55.25;84.22;7;C;68.81;81.3;69.77;Tidak Unggul
451;20;22.55;80.17;84.6;12;B;74.88;89.0;76.69;Tidak Unggul
330;10;33.0;65.96;71.81;9;C;76.88;79.57;70.82;Tidak Unggul
756;28;27.0;78.3;70.25;12;B;67.11;76.23;70.85;Tidak Unggul
248;14;17.71;72.73;82.52;17;B;78.16;85.47;86.79;Unggul
849;33;25.73;59.74;73.94;9;B;72.08;85.31;68.28;Tidak Unggul
265;20;13.25;84.34;90.79;16;A;83.99;87.39;89.68;Unggul
340;8;42.5;62.35;69.11;6;B;67.37;86.37;79.81;Tidak Unggul
402;18;22.33;61.18;83.5;9;C;66.57;85.6;67.83;Tidak Unggul
310;23;13.48;93.75;80.99;13;B;74.82;88.11;86.11;Unggul
405;16;25.31;73.34;73.49;6;C;60.18;85.04;63.09;Tidak Unggul
472;21;22.48;66.73;79.21;12;B;71.16;83.92;74.83;Tidak Unggul
277;22;12.59;88.84;85.89;20;A;100.0;92.62;89.2;Unggul
167;8;20.88;60.39;66.3;10;B;71.95;86.83;78.15;Tidak Unggul
942;36;26.17;76.01;61.72;7;C;59.22;80.41;62.34;Tidak Unggul
884;38;23.26;77.54;81.05;11;B;79.8;86.61;64.38;Unggul
715;36;19.86;76.49;76.53;10;B;76.13;86.64;67.3;Unggul
719;44;16.34;77.95;84.93;15;A;74.85;88.96;89.22;Unggul
472;35;13.49;91.34;91.32;16;B;86.09;96.29;87.8;Unggul
835;43;19.42;90.02;77.59;15;A;80.68;88.34;71.57;Unggul
941;46;20.46;72.05;74.33;11;B;77.22;86.57;71.46;Tidak Unggul
775;27;28.7;52.99;65.73;7;B;60.68;82.97;57.39;Tidak Unggul
437;29;15.07;87.02;78.13;19;B;69.48;92.08;76.67;Unggul
812;33;24.61;66.17;67.75;10;B;72.62;79.92;67.92;Tidak Unggul
788;56;14.07;93.8;75.82;13;A;84.64;90.19;87.16;Unggul
304;17;17.88;77.79;72.06;16;B;69.44;86.56;74.53;Unggul
639;27;23.67;75.0;72.84;14;A;83.76;92.97;73.0;Unggul
535;29;18.45;81.48;77.69;19;B;84.71;92.55;75.21;Unggul
934;39;23.95;70.53;83.34;11;C;81.44;86.28;62.92;Unggul
253;10;25.3;77.8;70.7;12;B;61.33;85.94;84.5;Tidak Unggul
542;23;23.57;68.58;81.68;10;A;81.18;90.38;78.67;Tidak Unggul
960;34;28.24;55.21;70.43;9;C;58.18;86.25;65.83;Tidak Unggul
395;19;20.79;68.39;80.74;12;B;67.68;90.03;74.11;Tidak Unggul
325;13;25.0;69.46;76.45;13;A;69.52;90.99;67.22;Tidak Unggul
188;8;23.5;75.53;68.39;13;B;74.43;89.13;72.35;Tidak Unggul
626;28;22.36;80.31;73.79;16;B;74.04;89.35;83.67;Unggul
831;61;13.62;88.17;88.49;18;A;96.55;94.0;83.78;Unggul
908;38;23.89;67.05;71.81;8;C;59.71;82.37;67.64;Tidak Unggul
687;49;14.02;69.37;72.12;17;A;87.68;92.1;80.17;Unggul
967;40;24.18;72.17;70.18;10;B;64.14;83.25;84.09;Unggul
557;21;26.52;58.06;77.02;10;C;72.12;86.62;68.38;Tidak Unggul
674;45;14.98;76.5;80.4;17;A;86.26;92.94;82.83;Unggul
977;52;18.79;76.3;76.76;14;A;71.27;90.08;68.55;Unggul
655;25;26.2;71.93;78.04;9;C;59.82;84.11;63.16;Tidak Unggul
974;42;23.19;72.06;74.58;8;B;57.59;87.13;79.77;Tidak Unggul
185;12;15.42;79.08;89.84;17;A;70.81;89.07;84.88;Unggul
834;35;23.83;74.66;73.0;12;B;71.1;84.44;79.9;Tidak Unggul
169;8;21.12;62.6;80.31;12;C;83.49;88.34;74.81;Tidak Unggul
470;26;18.08;68.34;71.11;10;B;65.42;92.2;72.66;Tidak Unggul
925;32;28.91;57.39;71.56;6;C;63.74;80.61;65.85;Tidak Unggul
661;29;22.79;58.79;67.69;10;C;66.39;85.77;62.91;Tidak Unggul
549;28;19.61;77.42;84.52;15;A;92.79;88.34;85.72;Unggul
803;33;24.33;64.75;73.67;7;C;71.2;82.4;72.46;Tidak Unggul
620;20;31.0;62.45;74.36;7;B;61.9;83.85;72.08;Tidak Unggul
292;15;19.47;69.26;70.01;12;B;63.2;87.3;71.69;Tidak Unggul
241;20;12.05;57.18;83.64;15;A;66.8;91.59;88.26;Unggul
503;35;14.37;86.44;84.81;17;A;79.69;91.85;80.22;Unggul
983;36;27.31;63.71;77.84;9;B;85.28;79.78;71.64;Tidak Unggul
949;42;22.6;67.8;71.64;11;B;67.73;82.38;73.82;Tidak Unggul
876;39;22.46;56.01;65.16;7;B;53.06;88.14;64.66;Tidak Unggul
200;9;22.22;77.51;61.85;12;C;52.78;81.96;60.47;Tidak Unggul
814;36;22.61;84.44;73.9;11;B;85.76;86.45;72.7;Tidak Unggul
847;54;15.69;62.19;76.3;13;A;73.73;89.12;77.65;Unggul
724;36;20.11;69.96;73.97;11;B;76.51;93.6;70.15;Unggul
339;17;19.94;83.58;77.45;13;B;80.47;88.07;71.48;Tidak Unggul
274;12;22.83;62.1;76.95;7;C;60.78;86.13;70.03;Tidak Unggul
299;8;37.38;51.71;62.51;3;C;52.91;75.86;61.53;Tidak Unggul
463;16;28.94;50.48;68.33;3;C;48.41;76.89;66.41;Tidak Unggul
719;42;17.12;86.6;87.2;18;A;71.97;94.4;83.24;Unggul
491;22;22.32;90.17;68.83;9;C;78.66;87.18;70.79;Tidak Unggul
454;19;23.89;79.98;76.73;11;B;81.34;88.6;79.73;Tidak Unggul
841;44;19.11;63.79;83.85;11;B;74.01;87.19;79.43;Unggul
831;50;16.62;76.8;88.54;17;A;84.74;91.56;86.0;Unggul
987;48;20.56;67.54;79.76;11;B;78.83;89.35;74.54;Unggul
932;63;14.79;74.43;85.57;19;A;65.27;96.01;80.23;Unggul
203;8;25.38;61.89;71.82;11;B;75.71;85.53;72.13;Tidak Unggul
593;42;14.12;92.16;95.0;21;A;97.08;93.88;84.46;Unggul
762;38;20.05;73.43;82.76;16;B;94.5;88.71;82.74;Unggul
413;16;25.81;72.6;78.35;12;B;78.3;84.04;76.28;Tidak Unggul
202;8;25.25;77.18;68.88;10;B;76.36;84.37;80.95;Tidak Unggul
721;47;15.34;76.13;77.1;15;B;80.75;90.51;89.89;Unggul
769;54;14.24;84.12;85.52;16;A;84.37;92.49;75.66;Unggul
154;11;14.0;79.05;95.0;18;A;83.54;95.81;84.86;Unggul
252;16;15.75;80.8;84.02;14;B;74.54;80.1;86.85;Unggul
345;23;15.0;96.72;89.82;20;A;96.56;92.21;91.81;Unggul
923;38;24.29;77.21;67.48;8;B;71.74;84.54;68.81;Tidak Unggul
499;35;14.26;84.51;92.95;19;A;90.89;95.21;86.4;Unggul
196;11;17.82;70.04;84.09;14;B;63.56;92.51;71.03;Tidak Unggul
972;40;24.3;68.6;62.46;8;C;71.71;84.07;57.87;Tidak Unggul
969;53;18.28;79.34;85.79;14;A;91.95;85.86;76.35;Unggul
805;49;16.43;82.85;80.08;15;A;84.82;92.07;80.17;Unggul
418;21;19.9;74.26;82.93;15;A;73.76;90.18;82.5;Unggul
519;12;43.25;60.83;65.14;7;C;64.52;88.64;63.4;Tidak Unggul
785;53;14.81;80.34;84.27;19;A;95.79;95.61;77.98;Unggul
255;8;31.88;71.19;65.19;9;B;69.3;79.73;64.11;Tidak Unggul
819;34;24.09;76.53;70.09;9;B;81.6;83.82;72.06;Tidak Unggul
808;60;13.47;81.56;88.6;18;A;100.0;97.87;88.81;Unggul
806;29;27.79;50.53;62.0;5;B;58.69;80.75;58.08;Tidak Unggul
269;16;16.81;80.07;81.88;16;A;70.59;91.13;77.23;Unggul
980;68;14.41;89.97;85.84;18;A;82.67;92.2;90.62;Unggul
936;38;24.63;71.06;87.62;11;B;89.09;92.21;74.83;Unggul
753;32;23.53;60.93;68.08;11;B;74.39;84.42;65.73;Tidak Unggul
207;8;25.88;58.26;65.99;6;B;64.7;84.06;64.43;Tidak Unggul
495;37;13.38;97.6;82.01;16;A;95.7;88.83;76.96;Unggul
890;43;20.7;69.4;79.25;7;C;65.17;80.84;67.23;Tidak Unggul
623;26;23.96;79.02;75.27;10;B;69.75;92.41;71.5;Tidak Unggul
266;17;15.65;76.17;83.27;18;A;79.39;88.74;84.85;Unggul
979;57;17.18;85.84;82.78;16;A;95.43;90.73;73.61;Unggul
940;75;12.53;95.84;84.6;19;A;93.14;98.11;94.8;Unggul
276;18;15.33;79.76;75.76;16;A;82.01;92.02;76.49;Unggul
542;20;27.1;70.48;71.92;8;B;68.33;86.4;58.04;Tidak Unggul
790;40;19.75;81.07;75.39;10;B;71.39;80.59;71.15;Unggul
207;10;20.7;63.05;71.85;15;B;66.57;90.35;70.4;Tidak Unggul
783;38;20.61;73.3;81.78;14;B;88.11;82.48;72.84;Unggul
662;29;22.83;70.58;80.36;9;B;53.94;86.44;69.46;Unggul
900;49;18.37;75.06;80.16;15;B;78.34;96.33;76.4;Unggul
951;55;17.29;78.84;68.53;14;B;82.41;92.36;82.06;Unggul
245;16;15.31;81.82;86.14;13;A;65.98;89.21;79.74;Unggul
787;41;19.2;76.48;85.94;12;A;77.73;86.32;73.38;Unggul
267;13;20.54;67.86;76.55;12;B;67.6;85.61;65.41;Tidak Unggul
709;25;28.36;65.75;72.64;7;B;55.19;81.06;62.43;Tidak Unggul
750;31;24.19;83.36;66.99;10;B;73.79;85.64;70.54;Tidak Unggul
637;35;18.2;74.92;73.06;14;A;83.31;83.49;73.58;Unggul
386;26;14.85;95.32;84.05;21;A;100.0;90.56;90.91;Unggul
421;28;15.04;86.53;74.43;12;B;73.72;91.05;80.77;Unggul
338;11;30.73;55.2;64.61;5;C;65.98;83.74;54.11;Tidak Unggul
853;32;26.66;67.28;67.74;5;C;69.41;82.53;56.01;Tidak Unggul
596;20;29.8;47.76;60.0;5;C;57.64;79.23;50.0;Tidak Unggul
730;53;13.77;100.0;95.0;20;A;96.12;89.46;86.78;Unggul
939;46;20.41;71.16;74.09;10;B;67.49;84.38;76.52;Unggul
396;17;23.29;74.31;79.07;13;B;73.32;87.13;76.54;Tidak Unggul
225;10;22.5;62.38;75.99;8;B;60.49;80.6;71.39;Tidak Unggul
303;13;23.31;58.41;70.53;7;B;60.99;78.06;63.43;Tidak Unggul
805;33;24.39;72.33;74.66;10;B;58.67;88.88;68.39;Tidak Unggul
584;29;20.14;75.63;82.92;12;B;64.18;89.2;80.92;Unggul
235;16;14.69;76.49;87.7;17;B;88.74;87.18;84.37;Unggul
846;34;24.88;71.33;60.0;11;C;54.76;86.89;69.92;Tidak Unggul
434;27;16.07;74.26;70.24;14;B;83.43;90.87;71.21;Tidak Unggul
369;17;21.71;68.82;76.81;12;B;77.51;88.87;77.28;Tidak Unggul
218;13;16.77;84.2;75.18;14;B;79.2;86.26;74.05;Tidak Unggul
196;10;19.6;60.14;69.86;11;B;64.72;90.2;66.42;Tidak Unggul
243;8;30.38;50.25;68.25;8;B;66.31;88.51;62.76;Tidak Unggul
899;32;28.09;60.47;64.48;5;C;72.44;83.92;62.59;Tidak Unggul
602;27;22.3;58.78;64.17;13;C;62.27;87.53;70.12;Tidak Unggul
353;15;23.53;67.64;68.9;9;B;64.4;83.6;73.07;Tidak Unggul
367;19;19.32;82.22;85.66;13;B;83.76;88.96;66.29;Unggul
623;28;22.25;73.38;69.15;8;B;57.15;87.49;65.01;Tidak Unggul
581;22;26.41;68.57;72.63;7;B;55.41;83.68;80.97;Tidak Unggul
490;25;19.6;68.73;81.13;17;A;81.04;88.02;84.33;Unggul
700;22;31.82;51.54;64.42;5;C;67.1;76.4;56.46;Tidak Unggul
761;25;30.44;59.1;64.67;4;C;58.71;83.37;63.33;Tidak Unggul
438;16;27.38;62.28;71.45;6;B;60.58;88.02;58.55;Tidak Unggul
403;23;17.52;70.97;76.7;16;B;80.24;91.7;75.12;Unggul
883;61;14.48;83.21;88.39;20;A;88.93;99.0;89.37;Unggul
506;19;26.63;69.68;65.68;6;C;58.72;76.31;65.36;Tidak Unggul
172;11;15.64;78.88;81.23;16;B;83.99;84.49;80.13;Tidak Unggul
911;37;24.62;63.02;64.85;8;C;68.18;81.86;70.17;Tidak Unggul
671;32;20.97;76.99;76.25;10;C;65.83;79.1;65.73;Tidak Unggul
907;45;20.16;64.95;79.49;14;B;77.83;87.92;78.99;Unggul
986;33;29.88;61.94;60.0;4;C;52.78;81.72;60.39;Tidak Unggul
249;14;17.79;80.0;86.35;13;B;64.83;81.93;80.36;Unggul
951;42;22.64;76.69;77.36;12;B;89.41;88.85;75.4;Unggul
329;14;23.5;68.59;65.55;7;B;68.23;80.08;69.84;Tidak Unggul
372;18;20.67;68.37;77.66;11;B;67.21;85.12;77.42;Tidak Unggul
911;39;23.36;69.16;61.34;9;C;56.07;82.45;65.1;Tidak Unggul
808;46;17.57;79.48;75.67;19;A;73.31;92.12;94.03;Unggul
591;24;24.62;66.43;75.81;9;C;59.74;86.05;69.84;Tidak Unggul
757;27;28.04;61.85;66.14;12;B;59.28;83.93;67.27;Tidak Unggul
918;47;19.53;69.69;79.9;10;B;72.21;89.05;65.51;Unggul
474;18;26.33;67.22;78.53;10;B;82.64;88.06;80.36;Tidak Unggul
665;30;22.17;70.93;67.27;10;B;63.21;84.91;64.81;Tidak Unggul
165;9;18.33;82.91;91.1;15;A;100.0;96.56;73.19;Unggul
941;32;29.41;72.53;65.64;5;C;64.55;78.18;64.22;Tidak Unggul
485;35;13.86;83.95;84.46;18;A;100.0;89.85;85.15;Unggul
908;51;17.8;71.59;76.35;15;B;70.88;88.08;84.03;Unggul
407;19;21.42;79.39;71.49;12;B;68.93;93.94;68.26;Tidak Unggul
646;32;20.19;77.29;66.7;12;B;71.09;90.59;80.39;Tidak Unggul
309;10;30.9;54.28;60.0;4;C;55.26;82.0;63.34;Tidak Unggul
624;28;22.29;64.39;77.91;7;B;74.12;86.56;68.56;Tidak Unggul
813;26;31.27;57.06;62.51;9;C;50.42;81.32;59.66;Tidak Unggul
839;37;22.68;59.01;64.72;6;B;71.96;83.19;60.68;Tidak Unggul
824;61;13.51;70.33;75.65;16;A;76.64;87.93;86.13;Unggul
529;26;20.35;77.84;67.28;10;B;85.99;92.02;77.07;Unggul
694;36;19.28;75.36;79.95;12;B;76.16;86.39;71.49;Unggul
840;48;17.5;78.66;74.26;18;B;89.91;87.18;77.22;Unggul
576;27;21.33;68.06;75.77;12;B;70.93;82.89;74.79;Tidak Unggul
762;44;17.32;91.46;82.42;16;B;89.52;97.45;83.82;Unggul
417;21;19.86;61.36;80.97;10;B;70.48;90.27;67.29;Tidak Unggul
984;61;16.13;83.6;81.54;19;A;92.06;94.76;77.83;Unggul
726;26;27.92;72.37;67.46;7;B;67.24;77.28;63.91;Tidak Unggul
566;16;35.38;50.24;65.48;7;C;79.4;84.94;63.32;Tidak Unggul
317;15;21.13;77.8;75.92;14;B;85.75;88.22;81.47;Tidak Unggul
991;33;30.03;58.14;64.23;6;B;67.95;80.81;59.45;Tidak Unggul
192;8;24.0;67.44;70.45;7;B;68.98;88.1;54.87;Tidak Unggul
705;32;22.03;64.87;80.29;9;B;69.58;80.59;67.44;Unggul
434;33;13.15;85.01;81.19;14;A;70.51;86.64;85.83;Unggul
546;21;26.0;80.79;80.62;12;B;63.25;81.2;81.26;Tidak Unggul
161;8;20.12;99.47;86.21;17;B;74.22;87.8;91.46;Unggul
756;32;23.62;70.61;75.0;10;B;86.21;82.32;70.28;Tidak Unggul
451;16;28.19;72.89;76.39;8;B;63.75;86.89;63.21;Tidak Unggul
402;22;18.27;84.25;84.36;20;B;80.19;88.91;83.82;Unggul
648;23;28.17;65.77;60.81;9;C;67.96;82.43;65.17;Tidak Unggul
903;32;28.22;75.62;68.86;8;C;57.23;80.61;61.57;Tidak Unggul
184;8;23.0;63.19;73.96;9;B;81.13;87.99;67.19;Tidak Unggul
876;38;23.05;65.72;81.68;10;C;49.29;87.14;75.6;Tidak Unggul
998;48;20.79;65.74;67.06;9;B;78.06;84.4;62.59;Unggul
239;8;29.88;52.44;68.54;8;C;75.62;85.54;60.73;Tidak Unggul
925;38;24.34;69.86;67.74;12;C;73.89;83.96;76.25;Tidak Unggul
754;49;15.39;84.79;89.33;15;A;76.06;89.55;86.87;Unggul
751;33;22.76;81.19;83.77;13;A;83.84;88.53;81.27;Unggul
567;37;15.32;77.05;74.82;15;A;74.58;92.0;91.67;Unggul
264;12;22.0;75.71;79.97;7;C;84.46;78.22;70.14;Tidak Unggul
766;36;21.28;59.33;84.12;16;B;82.25;92.21;77.04;Unggul
345;10;34.5;81.86;74.93;8;C;56.63;80.41;58.83;Tidak Unggul
975;68;14.34;83.35;88.9;16;A;87.48;92.2;77.75;Unggul
650;31;20.97;69.55;82.02;15;B;66.27;84.94;63.66;Unggul
775;43;18.02;79.23;76.74;13;B;70.97;92.58;78.56;Unggul
642;23;27.91;66.82;79.95;10;B;75.35;87.8;70.78;Tidak Unggul
224;11;20.36;58.01;73.31;13;B;70.79;91.25;74.87;Tidak Unggul
562;21;26.76;60.5;62.22;6;B;61.55;81.96;55.59;Tidak Unggul
525;16;32.81;68.44;64.64;6;C;66.31;80.6;61.78;Tidak Unggul
569;22;25.86;77.74;75.69;11;B;65.93;80.62;70.37;Tidak Unggul
878;53;16.57;82.92;78.14;16;A;78.77;91.48;79.69;Unggul
426;24;17.75;88.98;77.06;15;A;97.31;95.0;83.66;Unggul
910;45;20.22;74.03;69.86;10;B;77.33;88.4;76.39;Tidak Unggul
825;31;26.61;71.06;71.61;9;B;70.42;83.12;68.46;Tidak Unggul
543;20;27.15;61.37;71.86;9;B;67.22;93.33;65.0;Tidak Unggul
606;37;16.38;79.1;79.69;15;A;74.63;95.0;82.24;Unggul
341;21;16.24;75.34;73.86;13;A;83.13;87.26;77.38;Unggul
888;37;24.0;75.27;78.34;11;B;75.42;85.5;76.8;Tidak Unggul
838;37;22.65;78.27;84.5;11;B;80.63;83.55;75.33;Unggul
248;20;12.4;83.27;86.47;21;A;74.25;94.66;93.2;Unggul
697;47;14.83;68.44;86.12;15;A;80.07;95.37;81.3;Unggul
245;11;22.27;77.87;71.09;7;C;66.62;85.19;68.21;Tidak Unggul
813;32;25.41;56.43;72.53;8;C;67.68;87.69;56.49;Tidak Unggul
812;51;15.92;83.09;85.41;15;A;83.11;95.18;76.31;Unggul
339;14;24.21;70.36;72.7;10;B;73.69;88.98;69.32;Tidak Unggul
885;35;25.29;63.78;66.31;8;B;65.96;89.01;68.0;Tidak Unggul
186;8;23.25;74.72;67.74;9;C;61.16;85.63;75.66;Tidak Unggul
929;35;26.54;59.14;78.79;9;B;58.31;85.62;67.61;Tidak Unggul
518;29;17.86;85.97;79.49;13;B;73.96;83.08;65.12;Unggul
844;46;18.35;95.1;82.11;12;A;99.63;89.55;78.17;Unggul
674;23;29.3;75.73;74.09;8;B;71.48;84.32;57.47;Tidak Unggul
428;24;17.83;71.26;85.56;15;A;100.0;95.69;77.67;Unggul
366;29;12.62;66.29;87.03;17;A;93.02;92.31;78.97;Unggul
947;52;18.21;80.02;71.36;12;B;69.59;85.81;87.6;Unggul
422;23;18.35;66.52;80.9;12;A;77.72;84.89;72.65;Unggul
211;9;23.44;62.02;79.23;6;C;86.49;87.46;66.39;Tidak Unggul
745;41;18.17;89.28;81.43;15;B;85.19;89.91;78.09;Unggul
878;51;17.22;96.96;79.03;17;A;92.42;92.0;77.98;Unggul
491;35;14.03;97.07;88.25;20;B;80.1;93.22;92.97;Unggul
546;24;22.75;65.22;80.38;8;B;65.28;79.05;68.51;Tidak Unggul
848;40;21.2;83.02;75.89;14;B;69.07;84.79;75.19;Unggul
168;8;21.0;55.3;76.62;11;B;69.14;91.54;66.09;Tidak Unggul
326;19;17.16;61.73;79.35;12;B;76.6;88.21;69.94;Tidak Unggul
761;40;19.02;77.44;82.82;16;A;76.94;91.97;73.06;Unggul
545;23;23.7;71.7;73.96;7;C;73.48;83.15;64.36;Tidak Unggul
594;23;25.83;67.38;72.61;11;B;67.52;84.23;73.36;Tidak Unggul
382;17;22.47;76.12;76.89;10;B;73.53;83.66;77.12;Tidak Unggul
225;11;20.45;67.02;84.84;14;B;85.97;85.83;82.16;Tidak Unggul
414;17;24.35;69.12;71.47;10;B;86.07;88.26;73.69;Tidak Unggul
604;33;18.3;77.75;80.71;12;B;77.85;88.87;76.94;Unggul
945;53;17.83;85.16;79.39;14;B;72.96;88.79;82.74;Unggul
867;31;27.97;64.59;65.68;8;B;69.21;87.0;68.34;Tidak Unggul
884;42;21.05;75.96;71.69;14;B;93.19;86.23;81.1;Unggul
533;28;19.04;64.24;81.56;13;A;86.02;92.16;75.31;Unggul
713;33;21.61;76.81;70.74;17;A;81.13;87.13;79.2;Unggul
1000;39;25.64;71.68;68.88;9;B;68.31;82.59;64.47;Tidak Unggul
655;37;17.7;69.72;71.51;12;B;75.51;84.62;76.94;Tidak Unggul
516;36;14.33;70.26;68.03;14;B;67.86;93.36;75.47;Unggul
293;16;18.31;85.15;84.53;15;B;82.59;94.63;89.58;Unggul
218;8;27.25;85.94;65.11;12;B;63.18;86.7;81.7;Tidak Unggul
248;18;13.78;100.0;95.0;21;A;82.58;92.91;79.1;Unggul
545;18;30.28;68.18;79.06;9;C;64.77;82.28;69.45;Tidak Unggul
174;8;21.75;80.02;76.75;13;B;58.84;88.34;81.8;Tidak Unggul
618;21;29.43;72.65;60.0;4;B;58.59;78.23;57.14;Tidak Unggul
633;23;27.52;61.25;66.94;5;C;46.26;82.89;62.76;Tidak Unggul
714;35;20.4;82.25;90.02;13;B;87.27;89.53;77.53;Unggul
300;19;15.79;72.47;83.35;12;B;60.36;88.61;73.72;Unggul
293;17;17.24;97.32;86.33;14;A;66.51;90.77;79.76;Unggul
718;43;16.7;82.09;86.79;15;B;63.11;93.62;73.07;Unggul
188;8;23.5;64.01;64.65;7;C;69.6;83.59;65.96;Tidak Unggul
258;15;17.2;75.09;87.18;17;B;81.76;96.12;76.75;Unggul
842;46;18.3;58.18;86.14;11;B;88.24;89.88;74.59;Unggul
191;15;12.73;76.33;86.08;20;A;95.34;98.06;92.2;Unggul
335;15;22.33;63.64;71.55;10;C;56.61;83.59;71.76;Tidak Unggul
547;35;15.63;89.74;91.61;16;B;77.92;88.46;86.89;Unggul
372;26;14.31;87.41;92.82;20;A;88.9;93.6;88.68;Unggul
783;55;14.24;74.32;81.14;18;A;89.53;89.91;91.02;Unggul
282;14;20.14;71.25;74.46;15;A;66.37;84.79;77.71;Tidak Unggul
312;12;26.0;64.35;67.11;9;C;69.92;80.25;67.39;Tidak Unggul
364;21;17.33;86.03;68.75;10;B;67.22;82.21;76.21;Tidak Unggul
882;55;16.04;65.3;72.99;15;B;68.98;90.76;75.18;Unggul
384;23;16.7;86.92;81.18;19;A;94.26;89.14;82.97;Unggul
992;66;15.03;83.22;93.05;19;A;89.6;89.41;81.52;Unggul
807;29;27.83;57.04;73.27;6;B;63.55;79.12;55.06;Tidak Unggul
